@relation relation name
@attribute Title string
@attribute Author1 string
@attribute Author2 string
@attribute Author3 string
@attribute Author4 string
@attribute Author5 string
@attribute Author6 string
@attribute Author7 string
@attribute Edition_Type string
@attribute Edition_Month string
@attribute Edition_Year integer
@attribute Reviews integer
@attribute Ratings real
@attribute Genre1 string
@attribute Genre2 string
@attribute Book_Category1 string
@attribute Book_Category2 string
@data
"TOM CLANCY'S GHOST RECON: CHOKE POINT",'PETER TELEP','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2013,3,3.8,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'TALES FROM THE INDIAN JUNGLE','KENNETH ANDERSON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','DEC',2001,15,4.7,'ACTION','ADVENTURE','SPORTS','NONE'
'ARCHIE VOL. 1','MARK WAID',' FIONA STAPLES','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2016,1,5.0,'ARTS HISTORY, THEORY','CRITICISM','ARTS','FILM & PHOTOGRAPHY'
'SUPERFORECASTING','PHILIP','GARDNER',' DAN TETLOCK','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2015,36,4.0,'CRIME, THRILLER','MYSTERY','CRIME','THRILLER & MYSTERY'
'ANATOMY: A COMPLETE GUIDE FOR ARTISTS (DOVER ANATOMY FOR ARTISTS)','JOSEPH SHEPPARD','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',1992,1,4.0,'ARTS HISTORY, THEORY','CRITICISM','ARTS','FILM & PHOTOGRAPHY'
'TOTAL RECALL','ARNOLD SCHWARZENEGGER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2013,31,4.6,'BIOGRAPHIES','AUTOBIOGRAPHIES','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'EXCEL 2016 FORMULAS AND FUNCTIONS 1/E','MCFEDRIES','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2016,4,3.8,'SOFTWARE','BUSINESS APPLICATIONS','COMPUTING','INTERNET & DIGITAL MEDIA'
'THE ABC MURDERS (POIROT)','AGATHA CHRISTIE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2017,268,4.4,'CRIME, THRILLER','MYSTERY','CRIME','THRILLER & MYSTERY'
'OFFICIAL GUIDE TO THE RULES OF GOLF','R&A R&A','NONE','NONE','NONE','NONE','NONE','NONE','FLEXIBOUND','NOV',2018,1,4.0,'GOLF (BOOKS)','NONE','SPORTS','NONE'
"PANDOLFINI'S ULTIMATE GUIDE TO CHESS (FIRESIDE CHESS LIBRARY)",'BRUCE PANDOLFINI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2003,6,4.8,'GAMES','QUIZZES','SPORTS','NONE'
'THE CHOICE','ELIYAHU M. GOLDRATT','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2009,9,4.7,'BIOGRAPHIES, DIARIES','TRUE ACCOUNTS','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'BATMAN: THE DARK KNIGHT STRIKES AGAIN','FRANK MILLER',' LYNN VARLEY','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2004,8,3.4,'FANTASY, SCIENCE FICTION','HORROR','COMICS & MANGAS','NONE'
'DATA STRUCTURES AND ALGORITHMS IN PYTHON','MICHAEL T. GOODRICH','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2016,30,4.1,'ALGORITHMS','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
"GRANT MORRISON'S 18 DAYS",'GRANT MORRISON','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','NOV',2010,3,4.6,'CINEMA','BROADCAST','HUMOUR','NONE'
'DEEP','JAMES NESTOR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2015,2,4.6,'BIOLOGY BOOKS','NONE','SPORTS','NONE'
'TRINITY COLLEGE LONDON PIANO EXAM PIECES & EXERCISES 2018-2020. INITIAL GRADE (PIANO 2018-2020)','TRINITY COLLEGE LOND','NONE','NONE','NONE','NONE','NONE','NONE','SHEET MUSIC','JUN',2017,3,3.3,'MUSIC BOOKS','NONE','ARTS','FILM & PHOTOGRAPHY'
'MACHINE LEARNING (IN PYTHON AND R) FOR DUMMIES','LUCA MASSARON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2016,9,4.5,'COMPUTER SCIENCE BOOKS','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
'HOW THE BJP WINS : INSIDE INDIA’S GREATEST ELECTION MACHINE','PRASHANT JHA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2019,1,5.0,'GOVERNMENT (BOOKS)','NONE','POLITICS','NONE'
'THE WORLD OF THE WITCHER: VIDEO GAME COMPENDIUM','CD PROJEKT RED','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','MAY',2015,10,4.9,'DESIGN','NONE','HUMOUR','NONE'
'DAY OF THE ACCIDENT','NUALA ELLWOOD','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2019,3,3.4,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'THE CELESTINE PROPHECY','JAMES REDFIELD','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',1994,32,3.9,'CINEMA','BROADCAST','ARTS','FILM & PHOTOGRAPHY'
'THIRUKKURAL','M. RAJARAM','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','APR',2009,45,4.4,'BIOGRAPHIES','AUTOBIOGRAPHIES','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'THE SPORTS BOOK (DK)','DK','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','OCT',2016,9,4.0,'SPORTS (BOOKS)','NONE','SPORTS','NONE'
'OMERTA','MARIO PUZO','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2009,6,3.3,'CONTEMPORARY FICTION (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'ANNE FRANK’S DIARY: THE GRAPHIC ADAPTATION','ANNE FRANK','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2018,5,4.5,'HOLOCAUST','NONE','COMICS & MANGAS','NONE'
'R COOKBOOK: PROVEN RECIPES FOR DATA ANALYSIS, STATISTICS, AND GRAPHICS','PAUL TEETOR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2011,8,4.0,'PROGRAMMING','SOFTWARE DEVELOPMENT','COMPUTING','INTERNET & DIGITAL MEDIA'
'THE HYPNOTIST','LARS KEPLER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2011,52,4.0,'HORROR (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'A STORM OF SWORDS: PART 1 STEEL AND SNOW (REISSUE) (A SONG OF ICE AND FIRE, BOOK 3)','GEORGE R.R. MARTIN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2011,50,4.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'THE MAGIC OF HOME','NORA ROBERTS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2011,2,3.9,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'YUVRAJ SINGH THE TEST OF MY LIFE','YUVRAJ SINGH','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','MAR',2013,223,4.6,'BIOGRAPHIES','AUTOBIOGRAPHIES','SPORTS','NONE'
'LITTLE KIDS FIRST BIG BOOK OF THE WORLD (FIRST BIG BOOK) (NATIONAL GEOGRAPHIC LITTLE KIDS FIRST BIG BOOKS)','ELIZABETH CARNEY','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','AUG',2015,21,4.3,"CHILDREN'S REFERENCE (BOOKS)",'NONE','CRIME','THRILLER & MYSTERY'
'MARY BARTON (PENGUIN CLASSICS)','ELIZABETH GASKELL','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',1996,1,5.0,'HISTORICAL FICTION (BOOKS)','NONE','ROMANCE','NONE'
'THE ART OF READABLE CODE','DUSTIN BOSWELL','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','DEC',2012,3,5.0,'PROGRAMMING','SOFTWARE DEVELOPMENT','COMPUTING','INTERNET & DIGITAL MEDIA'
'COLOURING INDIA: JOYOUS COLOURING WITH GOND ART','BHAVI MEHTA',' SUBHASH VYAM','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2016,1,5.0,'ARTS HISTORY, THEORY','CRITICISM','ARTS','FILM & PHOTOGRAPHY'
'THE HUNCHBACK OF NOTRE - DAME (COLLINS CLASSICS)','VICTOR HUGO','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2011,4,5.0,'CLASSIC FICTION (BOOKS)','NONE','COMICS & MANGAS','NONE'
'EVEREST: SUMMIT OF ACHIEVEMENT (IMAX)','BROUGHTON COBURN','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','OCT',1997,2,4.5,'ILLUSTRATED TRAVEL BOOKS (BOOKS)','NONE','ARTS','FILM & PHOTOGRAPHY'
'THE SKY IS THE LIMIT: MY JOURNEY TO THE WORLD CUP','UNMUKT CHAND','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2013,5,4.6,'BIOGRAPHIES','AUTOBIOGRAPHIES','SPORTS','NONE'
'THE TIME OF MY LIFE','CECELIA AHERN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2011,15,3.7,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'BBC EARTH: MOUNTAINS - LADYBIRD READERS LEVEL 2 (LADYBIRD READERS: BBC EARTH, LEVEL 2)','LADYBIRD','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2018,1,3.0,"CHILDREN'S PICTURE BOOKS (BOOKS)",'NONE','LANGUAGE','LINGUISTICS & WRITING'
'WOMEN IN SCIENCE','RACHEL IGNOTOFSKY','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','OCT',2016,33,4.6,'GENDER STUDIES','NONE','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'PREY','MICHAEL CRICHTON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2003,16,4.5,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'GERMAN MEN SIT DOWN TO PEE AND OTHER INSIGHTS IN GERMAN CULTURE','NIKLAS FRANK','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2016,1,4.0,'GERMAN','NONE','HUMOUR','NONE'
'COMICS FOR A STRANGE WORLD: A BOOK OF POORLY DRAWN LINES','REZA FARAZMAND','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2017,1,5.0,'COMICS','GRAPHIC NOVELS','HUMOUR','NONE'
'CHOICES: INSIDE THE MAKING OF INDIAN FOREIGN POLICY','SHIVSHANKAR MENON SHIVSHANKAR MENON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2018,70,4.0,'GOVERNMENT (BOOKS)','NONE','POLITICS','NONE'
'MODERN ROMANCE','AZIZ ANSARI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2016,19,4.0,'THEATRE','SPECTACLES','HUMOUR','NONE'
'THE VETERAN','FREDERICK FORSYTH','NONE','NONE','NONE','NONE','NONE','NONE','MASS MARKET PAPERBACK','SEP',2002,14,3.9,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'THE NECTAR OF PAIN','NAJWA ZEBIAN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2018,24,4.3,'AMERICAN LITERATURE','NONE','ACTION & ADVENTURE','NONE'
'ASTERIX ON THE WARPATH','RENÉ GOSCINNY','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','JAN',2016,4,3.5,'HUMOUR (BOOKS)','NONE','COMICS & MANGAS','NONE'
'ELEMENTARY LINEAR ALGEBRA WITH SUPPLEMENTAL APPLICATIONS, 11ED, ISV','HOWARD ANTON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2016,5,3.7,'LINGUISTICS (BOOKS)','NONE','LANGUAGE','LINGUISTICS & WRITING'
'BORN AGAIN ON THE MOUNTAIN: A STORY OF LOSING EVERYTHING AND FINDING IT BACK','ARUNIMA SINHA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','DEC',2014,79,4.5,'BIOGRAPHIES','AUTOBIOGRAPHIES','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'ALITA: BATTLE ANGEL – THE OFFICIAL MOVIE NOVELIZATION','PAT CADIGAN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2019,7,3.9,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'GOOD TALK: A MEMOIR IN CONVERSATIONS','MIRA JACOB','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','APR',2019,5,4.4,'FAMILY','RELATIONSHIPS','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'THE DHONI TOUCH: UNRAVELLING THE ENIGMA THAT IS MAHENDRA SINGH DHONI','BHARAT SUNDARESAN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2018,99,4.6,'BIOGRAPHIES','AUTOBIOGRAPHIES','SPORTS','NONE'
'THE ZERO-COST MISSION/THE WILY AGENT','AMAR BHUSHAN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2018,21,4.2,'CONTEMPORARY FICTION (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'PROUST AND THE SQUID: THE STORY AND SCIENCE OF THE READING BRAIN','MARYANNE WOLF','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2008,1,5.0,'NEUROSCIENCE','NONE','LANGUAGE','LINGUISTICS & WRITING'
'SONGS THE LETTERS SING PREP. PRIMER','MACMILLAN PUBLISHERS','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','NONE',2009,1,5.0,'LABOR','INDUSTRIAL RELATIONS','POLITICS','NONE'
'UGC NET/JRF/SET COMPUTER SCIENCE AND APPLICATIONS: PAPER II & III','CHANDRESH SHAH',' SAURAB MISHRA','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2010,13,3.7,'ENGINEERING','TECHNOLOGY','COMPUTING','INTERNET & DIGITAL MEDIA'
'THE CHOICE: EMBRACE THE POSSIBLE','EDITH EGER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2017,11,4.7,'HOLOCAUST','NONE','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'CANDIDE (BANTAM CLASSICS)','VOLTAIRE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',1984,30,4.3,'LITERATURE','NONE','HUMOUR','NONE'
'SIX YEARS','HARLAN COBEN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2014,12,3.8,'CRIME, THRILLER','MYSTERY','CRIME','THRILLER & MYSTERY'
'CTS-D CERTIFIED TECHNOLOGY SPECIALIST-DESIGN EXAM GUIDE','BRAD GRIMES',' AVIXA INC.','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2016,1,4.0,'COMPUTER HARDWARE','HANDHELD DEVICES','COMPUTING','INTERNET & DIGITAL MEDIA'
'THE STORY OF MY LIFE (CHILDREN CLASSICS)','HELEN KELLER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2011,17,4.1,'BIOGRAPHIES','AUTOBIOGRAPHIES','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'WOLFPACK: HOW TO COME TOGETHER, UNLEASH OUR POWER, AND CHANGE THE GAME','ABBY WAMBACH','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','APR',2019,2,5.0,'SOCIETY','CULTURE','SPORTS','NONE'
'NOVEMBER 9: A NOVEL','COLLEEN HOOVER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','DEC',2015,45,4.2,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'AN ECHO IN THE BONE: A NOVEL (OUTLANDER)','DIANA GABALDON','NONE','NONE','NONE','NONE','NONE','NONE','MASS MARKET PAPERBACK','MAY',2011,1,4.0,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
"READWELL'S LEARN MARATHI IN A MONTH: EASY METHOD OF LEARNING MARATHI THROUGH ENGLISH WITHOUT A TEACHER",'M. VELANKAR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','DEC',2001,5,3.9,'WRITING GUIDES (BOOKS)','NONE','LANGUAGE','LINGUISTICS & WRITING'
'THE FALL OF REACH (HALO)','ERIC NYLUND','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2010,10,4.4,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'THE WEDDING PHOTOGRAPHER','SAKSHAMA PURI DHARIWAL','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2016,142,4.6,'INDIAN WRITING (BOOKS)','NONE','ROMANCE','NONE'
'UNMARRIAGEABLE: PRIDE AND PREJUDICE IN PAKISTAN','SONIAH KAMAL','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2019,1,4.0,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
"CREATIVE SELECTION: INSIDE APPLE'S DESIGN PROCESS DURING THE GOLDEN AGE OF STEVE JOBS",'KEN KOCIENDA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2018,7,4.7,'DESIGN','NONE','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'JIYA JALE: THE STORIES OF SONGS','GULZAR (IN CONVERSATION WITH NASREEN MUNNI KABIR)','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','NOV',2018,10,4.0,'BIOGRAPHIES','AUTOBIOGRAPHIES','ARTS','FILM & PHOTOGRAPHY'
'TREASURES: SECRET STAR (STARS OF MITHRA, BOOK 3) / TREASURES LOST, TREASURES FOUND','NORA ROBERTS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2011,1,4.0,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'BERSERK VOLUME 34','KENTARO MIURA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2010,1,5.0,'MANGAS','NONE','COMICS & MANGAS','NONE'
'READY PLAYER ONE','ERNEST CLINE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2012,143,4.6,'ACTION','ADVENTURE','CRIME','THRILLER & MYSTERY'
'RESCUED BY LOVE (MILLS AND BOON INDIAN AUTHOR)','SHILPA SURAJ','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2015,24,4.5,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'KANYADAAN','TENDULKAR VIJAY','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2002,3,5.0,'LINGUISTICS (BOOKS)','NONE','LANGUAGE','LINGUISTICS & WRITING'
'ASTERIX AT THE OLYMPIC GAMES: ALBUM 12','ALBERT UDERZO','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2005,8,4.7,'MANGAS','NONE','SPORTS','NONE'
'YOGA THE SPIRIT AND PRACTICE OF MOVING INTO STILLNESS','ERICH SCHIFFMANN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','DEC',1996,3,4.6,'MEDITATION','NONE','SPORTS','NONE'
'FUTEBOL: THE BRAZILLIAN WAY OF LIFE UPDATED EDITION: THE BRAZILIAN WAYOF LIFE','ALEX BELLOS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2014,2,5.0,'SOCCER (BOOKS)','NONE','SPORTS','NONE'
'YOU’RE THE PASSWORD TO MY LIFE','SUDEEP NAGARKAR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2014,463,4.2,'INDIAN WRITING (BOOKS)','NONE','ROMANCE','NONE'
'A DANCE WITH DRAGON: AFTER THE FEAST - PART 2 (A SONG OF ICE AND FIRE)','GEORGE R.R. MARTIN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2012,39,3.9,'ACTION','ADVENTURE','CRIME','THRILLER & MYSTERY'
'A DREAM I LIVED ALONE','USTAD GHULAM MUSTAFA KHAN',' NAMRATA GUPTA KHAN','NONE','NONE','NONE','NONE','NONE','HARDCOVER','DEC',2018,1,5.0,'MUSIC BOOKS','NONE','ARTS','FILM & PHOTOGRAPHY'
'EASY SPANISH STEP-BY-STEP','BARBARA BREGSTEIN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2006,3,4.6,'SPANISH','NONE','LANGUAGE','LINGUISTICS & WRITING'
'VIDEOCRACY: HOW YOUTUBE IS CHANGING THE WORLD . . . WITH DOUBLE RAINBOWS, SINGING FOXES, AND OTHER TRENDS WE CAN’T STOP WATCHING','KEVIN ALLOCCA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2018,2,3.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'HALF TORN HEARTS','NOVONEEL CHAKRABORTY','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2019,70,4.5,'ROMANCE (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'ME WITHOUT YOU (ANNIVERSARY GIFTS FOR HER AND HIM, LONG DISTANCE RELATIONSHIP GIFTS, I MISS YOU GIFTS)','LISA SWERLING','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','OCT',2011,33,4.3,'TRAVEL','HOLIDAY GUIDES','COMICS & MANGAS','NONE'
'RAGE OF THE RIVER: THE UNTOLD STORY OF KEDARNATH DISASTER','HRIDAYESH JOSHI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2016,7,4.3,'SOCIETY','CULTURE','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'NEW POWER: WHY OUTSIDERS ARE WINNING, INSTITUTIONS ARE FAILING, AND HOW THE REST OF US CAN KEEP UP IN THE AGE OF MASS PARTICIPATION (MY FIRST TOUCH AND FIND)','JEREMY HEIMANS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2018,6,3.5,'POLITICAL STRUCTURE','PROCESSES','POLITICS','NONE'
'HUMAN + MACHINE: REIMAGINING WORK IN THE AGE OF AI','PAUL R. DAUGHERTY','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','APR',2018,7,4.6,'LABOR','INDUSTRIAL RELATIONS','COMPUTING','INTERNET & DIGITAL MEDIA'
'DRAGON BALL (3-IN-1 EDITION), VOL. 7: INCLUDES VOLS. 19, 20 & 21','AKIRA TORIYAMA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','DEC',2014,1,5.0,'MANGAS','NONE','COMICS & MANGAS','NONE'
"MARCHESE'S FORGOTTEN BRIDE (MODERN ROMANCE)",'MICHELLE REID','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2009,1,4.0,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'AMPHIGOREY TOO','EDWARD GOREY','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',1980,1,5.0,'ANTHOLOGIES (BOOKS)','NONE','COMICS & MANGAS','NONE'
'I AM THE WEAPON (THE UNKNOWN ASSASSIN)','ALLEN ZADOFF','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2014,3,4.6,"CHILDREN'S MYSTERIES",'CURIOSITIES','ACTION & ADVENTURE','NONE'
'THE HARBINGER (LIFES LITTLE BOOK OF WISDOM)','JONATHAN CAHN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2012,8,4.2,'RELIGIOUS','SPIRITUAL FICTION','CRIME','THRILLER & MYSTERY'
'BHEEM','JYOTIN GOEL','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2017,21,4.3,'INDIAN WRITING (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'THE (NEW) ART BOOK (BIG IDEAS)','DK','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','APR',2017,3,2.9,'ARTS HISTORY, THEORY','CRITICISM','ARTS','FILM & PHOTOGRAPHY'
"THE ILLUSTRATED HISTORY OF FOOTBALL WORLD CUP 1930-2018: COLLECTOR'S EDITION",'GERMAN ACZEL','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','APR',2018,44,4.6,"CHILDREN'S SPORT (BOOKS)",'NONE','SPORTS','NONE'
'LAST CHILD IN THE WOODS: SAVING OUR CHILDERN FROM NATURE-DEFICIT DISORDER','RICHARD LOUV','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2008,1,5.0,'FAMILY','RELATIONSHIPS','SPORTS','NONE'
'THE NECTAR OF PAIN','NAJWA ZEBIAN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2018,26,4.4,'AMERICAN LITERATURE','NONE','ACTION & ADVENTURE','NONE'
'THE MYTHICAL MAN MONTH: ESSAYS ON SOFTWARE ENGINEERING','FREDERICK P. BROOKS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',1995,12,4.0,'COMPUTER SCIENCE BOOKS','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
'LOGICOMIX AN EPIC SEARCH FOR TRURH: AN EPIC SEARCH FOR TRUTH','CHRISTOS H. PAPADIMITRIOU','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2009,14,4.7,'COMICS','MANGAS','COMICS & MANGAS','NONE'
'A QUIVER FULL OF ARROWS','JEFFREY ARCHER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2013,8,3.7,'SHORT STORIES (BOOKS)','NONE','ROMANCE','NONE'
'I OWE YOU ONE','SOPHIE KINSELLA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2019,7,3.3,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'MY HERO ACADEMIA, VOL. 8','KOHEI HORIKOSHI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2017,1,5.0,'MANGAS','NONE','COMICS & MANGAS','NONE'
'OUR STORY NEEDS NO FILTER','SUDEEP NAGARKAR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2017,825,4.7,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'GANESHA: RAVANA AND THE MAGIC STONE (CAMPFIRE GRAPHIC NOVELS)','SOURAV DUTTA',' RAJESH NAGULAKONDA','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2016,2,2.5,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'THE FORTUNATE TIGER AND OTHER CLOSE ENCOUNTERS: SELECTED WRITINGS','JIM CORBETT','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2016,4,4.7,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'THE ADVENTURES OF TINTIN VOLUME 1','HERGE','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','DEC',2015,11,3.9,'COMICS','MANGAS','COMICS & MANGAS','NONE'
