@relation relation name
@attribute Title string
@attribute Author1 string
@attribute Author2 string
@attribute Author3 string
@attribute Author4 string
@attribute Author5 string
@attribute Author6 string
@attribute Author7 string
@attribute Edition_Type string
@attribute Edition_Month string
@attribute Edition_Year integer
@attribute Reviews integer
@attribute Ratings real
@attribute Genre1 string
@attribute Genre2 string
@attribute Book_Category1 string
@attribute Book_Category2 string
@data
'DEFENDING JACOB: A NOVEL','WILLIAM LANDAY','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2013,22,3.7,'CONTEMPORARY FICTION (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'COLLINS ENGLISH GEM THESAURUS: THE WORLD’S FAVOURITE MINI THESAURUS (COLLINS GEM)','COLLINS DICTIONARIES','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2016,1,5.0,'WRITING GUIDES (BOOKS)','NONE','LANGUAGE','LINGUISTICS & WRITING'
'NELSON MANDELA: A BIOGRAPHY','MAMTA SHARMA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2012,7,4.1,"CHILDREN'S PICTURE BOOKS (BOOKS)",'NONE','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'DICTIONARY OF ENGLISH SYNONYMS AND ANTONYMS, THE PENGUIN: REVISED EDITION (REFERENCE)','ROSALIND FERGUSSON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',1992,17,4.1,'DICTIONARIES','NONE','LANGUAGE','LINGUISTICS & WRITING'
"ROGET'S THESAURUS OF ENGLISH WORDS AND PHRASES (PENGUIN REFERENCE)",'GEORGE DAVIDSON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2004,3,4.4,'LANGUAGE, LINGUISTICS','WRITING','LANGUAGE','LINGUISTICS & WRITING'
'TRINITY COLLEGE LONDON: GUITAR EXAM PIECES GRADE 2 2016-2019','TRINITY COLLEGE LONDON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2015,2,4.0,'MUSIC BOOKS','NONE','ARTS','FILM & PHOTOGRAPHY'
'JERUSALEM: THE BIOGRAPHY','SIMON SEBAG MONTEFIORE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2012,18,4.6,'HISTORY OF CIVILIZATION','CULTURE','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'MADE IN AMERICA (BRYSON)','BILL BRYSON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',1998,3,5.0,'HUMOUR (BOOKS)','NONE','LANGUAGE','LINGUISTICS & WRITING'
'MASTERING LINUX KERNEL DEVELOPMENT','RAGHU BHARADWAJ','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2017,18,4.1,'OPERATING SYSTEMS TEXTBOOKS','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
"SHE'S A JOLLY GOOD FELLOW",'SAJITA NAIR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2010,4,5.0,'INDIAN WRITING (BOOKS)','NONE','ROMANCE','NONE'
'A PRACTICAL HANDBOOK FOR THE ACTOR','MELISSA BRUDER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',1986,1,5.0,'THEATER','NONE','ARTS','FILM & PHOTOGRAPHY'
'ICE STATION ZEBRA','ALISTAIR MACLEAN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2005,4,4.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'TOWER OF DAWN (THRONE OF GLASS)','SARAH J. MAAS','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','SEP',2017,17,4.4,"CHILDREN'S ADVENTURE (BOOKS)",'NONE','ROMANCE','NONE'
'EASY ORIGAMI (DOVER ORIGAMI PAPERCRAFT)','JOHN MONTROLL','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',1992,8,4.3,'HANDICRAFTS, DECORATIVE ARTS','CRAFTS','HUMOUR','NONE'
'A YEAR OF WEDNESDAYS','SONIA BAHL','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2019,41,4.3,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'GAME OF THRONES: LONGCLAW COLLECTIBLE SWORD (MINIATURE EDITIONS)','RUNNING PRESS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2015,21,3.6,'CINEMA','BROADCAST','ARTS','FILM & PHOTOGRAPHY'
'NEW HORIZONS OF PUBLIC ADMINISTRATION','MOHIT BHATTACHARYA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2008,72,3.8,'PUBLIC ADMINISTRATION (BOOKS)','NONE','POLITICS','NONE'
'SONIC UNIVERSE 4: JOURNEY TO THE EAST','SONIC SCRIBES','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2013,1,5.0,'COMICS','MANGAS','COMICS & MANGAS','NONE'
'NEYMAR 2018 (LUCA CAIOLI)','LUCA CAIOLI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2017,1,2.0,'BIOGRAPHIES','AUTOBIOGRAPHIES','SPORTS','NONE'
'I HAVE A DREAM: WRITINGS AND SPEECHES THAT CHANGED THE WORLD','MARTIN LUTHER',' JR. KING',' JAMES M. WASHINGTON','NONE','NONE','NONE','NONE','PAPERBACK','SEP',1992,1,5.0,'CIVIL RIGHTS','NONE','POLITICS','NONE'
'LEARNING PHP, MYSQL & JAVASCRIPT WITH J QUERY, CSS & HTML5','ROBIN NIXON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2015,14,4.2,'CSS PROGRAMMING','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
'THE CASE OF THE BONSAI MANAGER','R. GOPALAKRISHNAN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2009,8,4.0,'MANAGEMENT','NONE','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'MISTRESS','JAMES PATTERSON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2014,7,3.2,'CONTEMPORARY FICTION (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'LIGHT SCIENCE & MAGIC: AN INTRODUCTION TO PHOTOGRAPHIC LIGHTING','FIL HUNTER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2015,4,5.0,'PHOTOGRAPHY TEXTBOOKS','NONE','ARTS','FILM & PHOTOGRAPHY'
'CONSTITUTIONAL QUESTIONS IN INDIA: THE PRESIDENT, PARLIAMENT AND THE STATES','NOORANI A.G.','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2002,2,4.0,'GOVERNMENT (BOOKS)','NONE','POLITICS','NONE'
'DICTIONARY OF SYNONYMS AND ANTONYMS - FOR ALL COMPETITIVE EXAMS','B.B. SINHA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2013,18,4.1,'LANGUAGE LEARNING','TEACHING','LANGUAGE','LINGUISTICS & WRITING'
'THE GODFATHER','MARIO PUZO','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',1991,206,4.6,'CONTEMPORARY FICTION (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'TRUTH OR DIE','JAMES PATTERSON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2015,6,4.5,'CONTEMPORARY FICTION (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'THE ULTIMATE SURVIVAL MEDICINE GUIDE: EMERGENCY PREPAREDNESS FOR ANY DISASTER','JOSEPH ALTON',' AMY ALTON','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2015,2,4.5,'FISHING','ANGLING','SPORTS','NONE'
'VERBAL ADVANTAGE: TEN EASY STEPS TO A POWERFUL VOCABULARY','CHARLES HARRINGTON ELSTER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2000,5,4.2,'ALPHABET REFERENCE','NONE','LANGUAGE','LINGUISTICS & WRITING'
'CHIWALKING: FITNESS WALKING FOR LIFELONG HEALTH AND ENERGY','DANNY DREYER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2006,4,5.0,'SPORTS TRAINING','COACHING','SPORTS','NONE'
'THE LIES OF LOCKE LAMORA (GENTLEMAN BASTARDS)','SCOTT LYNCH','NONE','NONE','NONE','NONE','NONE','NONE','MASS MARKET PAPERBACK','JUN',2007,16,4.6,'HUMOUR (BOOKS)','NONE','HUMOUR','NONE'
'PRANK WARS (FUNNY KID, BOOK 3)','MATT STANTON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2018,1,5.0,'CRIME, THRILLER','MYSTERY','HUMOUR','NONE'
'INNOVATORS: HOW A GROUP OF INVENTORS, HACKERS, GENIUSES AND GEEKS CREATED THE DIGITAL REVOLUTION','WALTER ISAACSON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2015,74,4.6,'ACTION','ADVENTURE','COMPUTING','INTERNET & DIGITAL MEDIA'
'GANDHI: THE YEARS THAT CHANGED THE WORLD','RAMACHANDRA GUHA','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','SEP',2018,54,4.2,'COLONIALISM','IMPERIALISM HISTORY','POLITICS','NONE'
'COMPUTER STORAGE FUNDAMENTALS','SUSANTA DUTTA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2018,2,5.0,'COMPUTING, INTERNET','DIGITAL MEDIA','COMPUTING','INTERNET & DIGITAL MEDIA'
"THE POSTMAN ALWAYS RINGS TWICE, DOUBLE INDEMNITY, MILDRED PIERCE, AND SELECTED STORIES (EVERYMAN'S LIBRARY CONTEMPORARY CLASSICS SERIES)",'JAMES M. CAIN','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','JUL',2003,2,5.0,'CRIME, THRILLER','MYSTERY','CRIME','THRILLER & MYSTERY'
'LENIN: A BIOGRAPHY','ROBERT SERVICE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2010,5,4.7,'BIOGRAPHIES','AUTOBIOGRAPHIES','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'I THINK I AM IN LOVE','DEVANSHI SHARMA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2019,39,4.6,'INDIAN WRITING (BOOKS)','NONE','ROMANCE','NONE'
'JURASSIC PARK','MICHEAL CRICHTON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2015,28,4.3,'CRIME, THRILLER','MYSTERY','CRIME','THRILLER & MYSTERY'
'THE ROYAL ROAD TO CARD MAGIC','JEAN HUGARD','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2015,9,4.2,'THEATRE','SPECTACLES','HUMOUR','NONE'
'BIG LITTLE LIES: THE NO.1 BESTSELLER BEHIND THE AWARD-WINNING TV SERIES','LIANE MORIARTY','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2015,41,4.2,'CONTEMPORARY FICTION (BOOKS)','NONE','ROMANCE','NONE'
'THEA STILTON #23: THEA STILTON AND THE HOLLYWOOD HOAX','THEA STILTON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2016,50,4.3,'COMICS','MANGAS','COMICS & MANGAS','NONE'
'MAXIMUM MUSCLE, MINIMUM FAT: THE SECRET SCIENCE BEHIND PHYSICAL TRANSFORMATION','ORI HOFMEKLER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2008,5,4.1,'HEALTHY LIVING','WELLNESS','SPORTS','NONE'
'THE ROMANTIC MANIFESTO: A PHILOSOPHY OF LITERATURE; REVISED EDITION','AYN RAND','NONE','NONE','NONE','NONE','NONE','NONE','MASS MARKET PAPERBACK','OCT',1971,5,3.8,'ARTS HISTORY, THEORY','CRITICISM','ARTS','FILM & PHOTOGRAPHY'
'DOCTOR WHO: LIGHT-UP TARDIS KIT (MINIATURE EDITIONS)','RICHARD DINNICK','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2013,23,4.4,'CINEMA','BROADCAST','ARTS','FILM & PHOTOGRAPHY'
'ENCORE TRICOLORE NOUVELLE 3 STUDENT BOOK','HONNOR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2002,3,4.2,'IGCSE','NONE','LANGUAGE','LINGUISTICS & WRITING'
'NIGHT PROBE! (DIRK PITT)','CLIVE CUSSLER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',1988,1,4.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'DJANGO 2 BY EXAMPLE: BUILD POWERFUL AND RELIABLE PYTHON WEB APPLICATIONS FROM SCRATCH','ANTONIO MELE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2018,2,5.0,'PROGRAMMING LANGUAGES (BOOKS)','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
'HOUSE OF SPIES','DANIEL SILVA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2017,37,4.3,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'INDIA GRAY: HISTORICAL FICTION','MASSEY SUJATA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2015,2,4.5,'SHORT STORIES (BOOKS)','NONE','ROMANCE','NONE'
'PICTURE IMPERFECT: AND OTHER BYOMKESH BAKSHI MYSTERIES','SREEJATA GUHA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2000,33,4.5,'INDIAN WRITING (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'THE BARD OF BLOOD','BILAL SIDDIQI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2015,29,4.1,'CRIME, THRILLER','MYSTERY','CRIME','THRILLER & MYSTERY'
'BIRDSONG','SEBASTIAN FAULKS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',1994,4,4.5,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'A HISTORY OF THE WORLD IN 100 OBJECTS','NEIL MACGREGOR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2012,8,4.8,'ARTS HISTORY, THEORY','CRITICISM','ARTS','FILM & PHOTOGRAPHY'
'A DICTIONARY OF MECHANICAL ENGINEERING (OXFORD QUICK REFERENCE)','TONY ATKINS',' MARCEL ESCUDIER','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2013,21,3.7,'DICTIONARIES','NONE','LANGUAGE','LINGUISTICS & WRITING'
'SQL THE ONE: MICROSOFT SQL SERVER INTERVIEW GUIDE','UDAY ARUMILLI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','DEC',2016,50,4.5,'COMPUTER DATABASES (BOOKS)','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
'THE MAYOR OF CASTERBRIDGE (PENGUIN CLASSICS)','THOMAS HARDY','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2003,22,4.6,'HISTORICAL FICTION (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'INTRODUCING ECONOMICS: A GRAPHIC GUIDE','DAVID ORRELL','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2011,14,3.7,'MICROECONOMICS TEXTBOOKS','NONE','COMICS & MANGAS','NONE'
'FOUR BLIND MICE','JAMES PATTERSON','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','OCT',2002,1,2.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'THE KING OF KINGS','K.M. MUNSHI',' RITA KOTHARI',' ABHIJIT KOTHARI','NONE','NONE','NONE','NONE','HARDCOVER','MAY',2019,1,5.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'RELENTLESS: FROM GOOD TO GREAT TO UNSTOPPABLE','TIM S. GROVER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2014,61,4.5,'HEALTHY LIVING','WELLNESS','SPORTS','NONE'
"WORKBOOK 2: LADYBIRD I'M READY FOR PHONICS (IM READY FOR PHONICS LEVEL 02)",'LADYBIRD','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2014,1,5.0,'LANGUAGE, LINGUISTICS','WRITING','LANGUAGE','LINGUISTICS & WRITING'
'LONGMAN DICTIONARY OF CONTEMPORARY ENGLISH NEW EDITION PAPER AND DVD-ROM PACK','PEARSON EDUCATION LIMITED','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2008,52,4.6,'LANGUAGE LEARNING','TEACHING','LANGUAGE','LINGUISTICS & WRITING'
'DR. BRIAN WEISS COLLECTION (SET OF 5 VOLUMES)','BRIAN WEISS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','DEC',2012,28,4.6,'MUSIC BOOKS','NONE','ARTS','FILM & PHOTOGRAPHY'
"LET HER FLY: A FATHER'S JOURNEY AND THE FIGHT FOR EQUALITY",'ZIAUDDIN YOUSAFZAI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2018,1,5.0,'CIVIL RIGHTS','NONE','POLITICS','NONE'
'LEARN IN 30 DAYS THROUGH','B.R. KISHORE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2005,18,3.5,'LANGUAGE LEARNING','TEACHING','LANGUAGE','LINGUISTICS & WRITING'
'THE HIDDEN POWER OF F*CKING UP','THE TRY GUYS','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','JUN',2019,1,5.0,'BIOGRAPHIES','AUTOBIOGRAPHIES','HUMOUR','NONE'
'INSTANT VOCABULARY','EHRLICH','NONE','NONE','NONE','NONE','NONE','NONE','MASS MARKET PAPERBACK','AUG',1988,34,4.1,'VOCABULARY BOOKS','NONE','LANGUAGE','LINGUISTICS & WRITING'
'ADVANCED AIRGUN HUNTING: A GUIDE TO EQUIPMENT, SHOOTING TECHNIQUES AND TRAINING','JOHN BEZZANT','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','JAN',2012,1,3.0,'HUNTING (BOOKS)','NONE','SPORTS','NONE'
'THE ROSIE PROJECT (THE ROSIE PROJECT SERIES)','GRAEME SIMSION','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2014,69,4.1,'CONTEMPORARY FICTION (BOOKS)','NONE','HUMOUR','NONE'
'CARTOONING: ANIMATION 1 WITH PRESTON BLAIR: LEARN TO ANIMATE CARTOONS STEP BY STEP (HOW TO DRAW & PAINT)','PRESTON BLAIR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2003,5,4.3,'DESIGN','NONE','HUMOUR','NONE'
'ASTERIX OMNIBUS : ASTERIX AND THE MAGIC CARPET, ASTERIX AND THE SECRET WEAPON, ASTERIX AND OBELIX ALL AT SEA','ALBERT UDERZO','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2011,17,5.0,'MANGAS','NONE','COMICS & MANGAS','NONE'
'MUSIC THEORY IN PRACTICE, GRADE 1 (MUSIC THEORY IN PRACTICE (ABRSM))','ERIC TAYLOR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2008,11,4.5,'MUSIC BOOKS','NONE','ARTS','FILM & PHOTOGRAPHY'
'THE CONFESSION','JOHN GRISHAM','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2011,23,3.8,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'PORTRAIT IN DEATH','J. D. ROBB','NONE','NONE','NONE','NONE','NONE','NONE','MASS MARKET PAPERBACK','FEB',2003,1,5.0,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'A COLUMN OF FIRE (THE KINGSBRIDGE NOVELS)','KEN FOLLETT','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2017,57,4.3,'ACTION','ADVENTURE','ROMANCE','NONE'
'THE MOTHER I NEVER KNEW: TWO NOVELLAS','SUDHA MURTY','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2014,159,4.3,'TRUE ACCOUNTS (BOOKS)','NONE','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'KALARIPAYAT: THE MARTIAL ARTS TRADITION OF INDIA','PATRICK DENAUD','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2009,5,2.7,'MARTIAL ARTS (BOOKS)','NONE','SPORTS','NONE'
'PATTERN MAGIC 2','TOMOKO NAKAMICHI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2011,2,5.0,'DESIGN','NONE','ARTS','FILM & PHOTOGRAPHY'
'MICROPROCESSORS AND MICROCONTROLLERS: ARCHITECTURE, PROGRAMMING AND SYSTEM DESIGN 8085, 8086, 8051, 8096','KANT K','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2013,5,3.3,'ENGINEERING','TECHNOLOGY','COMPUTING','INTERNET & DIGITAL MEDIA'
'CONTROVERSIALLY YOURS','SHOAIB AKHTAR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','DEC',2013,20,3.9,'BIOGRAPHIES','AUTOBIOGRAPHIES','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'JAVASCRIPT PATTERNS: BUILD BETTER APPLICATIONS WITH CODING AND DESIGN PATTERNS','STOYAN STEFANOV','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2010,4,4.3,'PROGRAMMING','SOFTWARE DEVELOPMENT','COMPUTING','INTERNET & DIGITAL MEDIA'
'HOMEPORT','NORA ROBERTS','NONE','NONE','NONE','NONE','NONE','NONE','MASS MARKET PAPERBACK','APR',2013,1,5.0,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'THE TAO OF POOH','BENJAMIN HOFF','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',1983,3,2.3,'HUMOUR (BOOKS)','NONE','HUMOUR','NONE'
'MODERN ROMANCE','AZIZ ANSARI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2016,19,4.0,'THEATRE','SPECTACLES','ARTS','FILM & PHOTOGRAPHY'
'HINDI ENGLISH BILINGUAL VISUAL DICTIONARY (DK BILINGUAL DICTIONARIES)','DK','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2016,24,4.2,'DICTIONARIES','NONE','LANGUAGE','LINGUISTICS & WRITING'
'THE GREAT HEDGE OF INDIA (QUEST FOR ONE OF THE LOST WONDERS OF THE WORLD)','ROY MOXHAM','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2017,6,5.0,'INTERNATIONAL RELATIONS','NONE','POLITICS','NONE'
'THE SUN IS ALSO A STAR','NICOLA YOON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2016,93,4.5,"CHILDREN'S FAMILY, PERSONAL",'SOCIAL ISSUES','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'GARFIELD FAT CAT 3-PACK #1','JIM DAVIS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2003,5,4.7,'HUMOUR (BOOKS)','NONE','HUMOUR','NONE'
'A DICTIONARY OF PUBLIC ADMINISTRATION','MAHESHWARI S.R.','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2009,2,3.5,'DICTIONARIES','NONE','LANGUAGE','LINGUISTICS & WRITING'
"CRACKING THE CUBE: GOING SLOW TO GO FAST AND OTHER UNEXPECTED TURNS IN THE WORLD OF COMPETITIVE RUBIK'S CUBE SOLVING",'IAN SCHEFFLER','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','OCT',2016,5,3.2,'ENCYCLOPAEDIAS','REFERENCE WORKS','SPORTS','NONE'
'THE HOUSE OF ISLAM: A GLOBAL HISTORY','ED HUSAIN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2018,14,4.6,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
"BOWDEN/ASSASSIN'S CREED UNITY",'OLIVER BOWDEN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2014,19,4.8,'ACTION','ADVENTURE','CRIME','THRILLER & MYSTERY'
"MARVEL'S AVENGERS: AGE OF ULTRON",'MARVEL COMICS','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','MAY',2015,1,5.0,'CINEMA','BROADCAST','COMICS & MANGAS','NONE'
'UNIX SHELL PROGRAMMING','YASHAVANT P. KANETKAR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2003,45,3.8,'OPERATING SYSTEMS TEXTBOOKS','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
'THE DEATH OF MRS WESTAWAY','RUTH WARE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2018,5,4.2,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'THE PERFECT US','DURJOY DATTA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2018,540,4.6,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'THE OTHER EXILE: THE STORY OF FERNAO LOPES, ST HELENA AND A PARADISE LOST','ABDUL RAHMAN AZZAM','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','MAY',2017,1,5.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'THE MEMOIRS OF SHERLOCK HOLMES','SIR ARTHUR CONAN DOYLE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2018,2,5.0,'CRIME, THRILLER','MYSTERY','CRIME','THRILLER & MYSTERY'
'SIX OF CROWS: CROOKED KINGDOM: BOOK 2','LEIGH BARDUGO','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2017,38,4.5,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
"TEARS OF THE GIRAFFE (NO. 1 LADIES' DETECTIVE AGENCY)",'ALEXANDER MCCALL SMITH','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2003,3,4.7,'CONTEMPORARY FICTION (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'THE ESSENTIAL GOA COOKBOOK','MARIA TERESA MENEZES','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2000,12,4.1,'FOOD, DRINK','ENTERTAINING','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'MEIN KAMPF','ADOLF HITLER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2015,565,4.1,'BIOGRAPHIES','AUTOBIOGRAPHIES','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'LADYBIRD READERS LEVEL 5 ROBIN HOOD','LADYBIRD','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2018,1,1.0,"CHILDREN'S TRADITIONAL STORIES (BOOKS)",'NONE','LANGUAGE','LINGUISTICS & WRITING'
'THE CARTOON GUIDE TO ALGEBRA (CARTOON GUIDE SERIES)','LARRY GONICK','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2015,2,3.6,'ALGEBRA','TRIGONOMETRY','COMICS & MANGAS','NONE'
'MUSIC THEORY MADE EASY FOR KIDS: LEVEL 2 (MADE EASY (ALFRED))','LINA NG','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2010,3,4.3,'MUSIC BOOKS','NONE','ARTS','FILM & PHOTOGRAPHY'
